IRIS_ID	NAME	Variety_Name_verif	COUNTRY	REGION	K9_cluster	Initial_subpop
IRIS_313-11138	NGASEIN_THEEDAT_(C_30)	NGASEIN_THEEDAT(C_30)	Myanmar	As3	XI-3	ind3
IRIS_313-11139	NWACHI_MANINE	NWACHI_MANINE	Myanmar	As3	XI-adm	indx
IRIS_313-11140	PADAN	PADAN	Myanmar	As3	XI-3	ind3
IRIS_313-11141	SHWENI	SHWENI	Myanmar	As3	XI-adm	indx
IRIS_313-11142	SHWEPULAY	SHWEPULAY	Myanmar	As3	XI-3	ind3
IRIS_313-11143	TANBAUNG	TANBAUNG	Myanmar	As3	XI-adm	indx
IRIS_313-11144	TAUNGDI	TAUNGDI	Myanmar	As3	XI-adm	indx
IRIS_313-11145	THAKADE_THEEDAT	THAKADE_THEEDAT	Myanmar	As3	XI-3	ind3
IRIS_313-11146	THEEDAT_NGASEIN	THEEDAT_NGASEIN	Myanmar	As3	XI-adm	indx
IRIS_313-11147	TYB_11	TYB11	Myanmar	As3	XI-adm	indx
IRIS_313-11148	YEBAW	YEBAW	Myanmar	As3	XI-3	ind3
IRIS_313-11149	YODAYA	YODAYA	Myanmar	As3	XI-3	ind3
IRIS_313-11150	ZEINGYI	ZEINGYI	Myanmar	As3	XI-3	ind3
IRIS_313-11151	E_21	E_21	Myanmar	As3	XI-3	ind3
IRIS_313-11152	AC_74	AC74	India	As2a	XI-1A	ind1A
IRIS_313-11153	CT_45	CT45	India	As2a	GJ-tmp	temp
IRIS_313-11154	DHARIAL	DHARIAL	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11155	K_113	K_113	India	As2a	GJ-tmp	temp
IRIS_313-11156	KHUDWANI_ACC_202	KHUDWANI_ACC_202	India	As2a	GJ-adm	japx
IRIS_313-11157	T_KAUG_PAO	T._KAUG_PAO	Taiwan	As6	XI-1A	ind1A
IRIS_313-11158	NAN_ERH_AI_5	NAN-ERH-AI_5	China	As6	XI-1A	ind1A
IRIS_313-11159	HYB_5-2-1-1-4	HYB-5-2-1-1-4	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-11160	B_38	B_38	Liberia	Af1	XI-3	ind3
IRIS_313-11161	SADU	SADU	Liberia	Af1	GJ-trp	trop
IRIS_313-11162	SABRAN	SABRAN	Indonesia	As5	XI-1B	ind1B
IRIS_313-11163	NATEL_BORO	NATEL_BORO	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11164	BAK_TULSI	BAK_TULSI	India	As2a	cA_(Aus)	aus
IRIS_313-11165	BENA_JHUPI	BENA_JHUPI	India	As2a	cA_(Aus)	aus
IRIS_313-11166	BHUT_MURI	BHUT_MURI	India	As2a	cA_(Aus)	aus
IRIS_313-11167	DUBRAJ	DUBRAJ	India	As2a	XI-2	ind2
IRIS_313-11168	KADA_CHOPA	KADA_CHOPA	India	As2a	cA_(Aus)	aus
IRIS_313-11169	KANAI_BASHI	KANAI_BASHI	India	As2a	cA_(Aus)	aus
IRIS_313-11170	LAL_TAURA	LAL_TAURA	India	As2a	cA_(Aus)	aus
IRIS_313-11171	M_142	M_142	India	As2a	cA_(Aus)	aus
IRIS_313-11172	RANI_BHOG	RANI_BHOG	India	As2a	cA_(Aus)	aus
IRIS_313-11173	SADA_AUS	SADA_AUS	India	As2a	cA_(Aus)	aus
IRIS_313-11174	SLO_19	SLO_19	India	As2a	cA_(Aus)	aus
IRIS_313-11175	SONA_AUS	SONA_AUS	India	As2a	cA_(Aus)	aus
IRIS_313-11176	SXC_216	SXC216	India	As2a	XI-adm	indx
IRIS_313-11177	DELI_POCONG	DELI_POCONG	Indonesia	As5	XI-adm	indx
IRIS_313-11178	RUJAK_DANAN	RUJAK_DANAN	Indonesia	As5	XI-3	ind3
IRIS_313-11179	SI_OMPAN_LAMA	SI_OMPAN_LAMA	Indonesia	As5	XI-3	ind3
IRIS_313-11180	SIPULUIK_ARANG	SIPULUIK_ARANG	Indonesia	As5	XI-3	ind3
IRIS_313-11181	TAMBA_PERAK	TAMBA_PERAK	Indonesia	As5	XI-3	ind3
IRIS_313-11182	CEMPO_CINA	CEMPO_CINA	Indonesia	As5	XI-3	ind3
IRIS_313-11183	KETAN_LEMBAYUNGAN	KETAN_LEMBAYUNGAN	Indonesia	As5	GJ-trp	trop
IRIS_313-11189	PAIZ_AMBARBU	PAIZ-AMBARBU	USSR	Eu	admix	admix
IRIS_313-11191	RANRUWAN	RANRUWAN	SriLanka	As2	cA_(Aus)	aus
IRIS_313-11192	BKN_7130-1017-2	BKN7130-1017-2	Thailand	As4	XI-3	ind3
IRIS_313-11193	GAHB_AWY_2-1	GAHB_AWY_2-1	Thailand	As4	XI-3	ind3
IRIS_313-11194	KHAO_PAH_8-5-38	KHAO_PAH_8-5-38	Thailand	As4	XI-3	ind3
IRIS_313-11195	KHAW_KAR_13	KHAW_KAR_13	Myanmar	As3	GJ-sbtrp	subtrop
IRIS_313-11196	DICULA	DICULA	Philippines	As5	XI-3	ind3
IRIS_313-11197	K_17-9-1-1	K_17-9-1-1	India	As2a	XI-adm	indx
IRIS_313-11198	K_78-13	K_78-13	India	As2a	GJ-tmp	temp
IRIS_313-11199	SYNTHETIC_SATIVA	SYNTHETIC_SATIVA	India	As2a	XI-adm	indx
IRIS_313-11200	BR_52-87-1	BR52-87-1	India	As2a	XI-1B	ind1B
IRIS_313-11201	CHING_HSI_15	CHING-HSI_15	China	As6	GJ-tmp	temp
IRIS_313-11202	4583	4583	China	As6	GJ-tmp	temp
IRIS_313-11203	GOCHIAGARI	GOCHIAGARI	Bangladesh	As2c	XI-2	ind2
IRIS_313-11204	KARTIKHAMA	KARTIKHAMA	Bangladesh	As2c	XI-adm	indx
IRIS_313-11205	KAZALSAIL	KAZALSAIL	Bangladesh	As2c	XI-2	ind2
IRIS_313-11206	KUMRI	KUMRI	Bangladesh	As2c	XI-adm	indx
IRIS_313-11207	PAIRJAT	PAIRJAT	Bangladesh	As2c	XI-2	ind2
IRIS_313-11208	PARIJAT	PARIJAT	Bangladesh	As2c	XI-adm	indx
IRIS_313-11209	VADAI	VADAI	Bangladesh	As2c	XI-2	ind2
IRIS_313-11210	ZARBASAIL	ZARBASAIL	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11211	KADAMSAIL	KADAMSAIL	Bangladesh	As2c	XI-2	ind2
IRIS_313-11212	KALOBONA	KALOBONA	Bangladesh	As2c	XI-2	ind2
IRIS_313-11213	NARIKEL_BADI	NARIKEL_BADI	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11214	SHITTA_AMAN	SHITTA_AMAN	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11216	KHAMA_1183	KHAMA_1183	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11217	LAL_AMAN_207	LAL_AMAN_207	Bangladesh	As2c	cB_(Bas)	aro
IRIS_313-11218	BADSHABHOG_4-60	BADSHABHOG_4-60	Bangladesh	As2c	cB_(Bas)	aro
IRIS_313-11219	BLACK_28-564	BLACK_28-564	Bangladesh	As2c	XI-2	ind2
IRIS_313-11220	CHITRAJ_14-134	CHITRAJ_14-134	Bangladesh	As2c	XI-2	ind2
IRIS_313-11221	CYLINDRICAL_30-605	CYLINDRICAL_30-605	Bangladesh	As2c	XI-2	ind2
IRIS_313-11222	DUDHSWAR_15-157	DUDHSWAR_15-157	Bangladesh	As2c	XI-2	ind2
IRIS_313-11223	OVAL_RED_29_B_601	OVAL_RED_29B-601	Bangladesh	As2c	cB_(Bas)	aro
IRIS_313-11224	PATNAI_31-679	PATNAI_31-679	Bangladesh	As2c	XI-2	ind2
IRIS_313-11225	SADAJIRA_(DEEP_STRAW)_16-194	SADAJIRA(DEEP_STRAW)16-194	Bangladesh	As2c	XI-adm	indx
IRIS_313-11226	SADAJIRA_19-258	SADAJIRA_19-258	Bangladesh	As2c	XI-2	ind2
IRIS_313-11227	SADAJIRA_19-317	SADAJIRA_19-317	Bangladesh	As2c	XI-2	ind2
IRIS_313-11228	SADAJIRA_19-339	SADAJIRA_19-339	Bangladesh	As2c	XI-2	ind2
IRIS_313-11229	STRAW_23-428	STRAW_23-428	Bangladesh	As2c	XI-2	ind2
IRIS_313-11230	STRAW_23-438	STRAW_23-438	Bangladesh	As2c	XI-2	ind2
IRIS_313-11231	STRAW_23-471	STRAW_23-471	Bangladesh	As2c	XI-2	ind2
IRIS_313-11232	R_146	R_146	India	As2a	cA_(Aus)	aus
IRIS_313-11233	SPR_7284-57-5	SPR7284-57-5	Thailand	As4	XI-1B	ind1B
IRIS_313-11234	LIGUNGTUNG	LIGUNGTUNG	Philippines	As5	XI-adm	indx
IRIS_313-11235	PINILING_DANIEL	PINILING_DANIEL	Philippines	As5	XI-adm	indx
IRIS_313-11236	LIONG_ORN	LIONG_ORN	0	0	XI-3	ind3
IRIS_313-11237	TAICHUNG_SEN_YU_214	TAICHUNG_SEN-YU_214	Taiwan	As6	XI-1B	ind1B
IRIS_313-11238	IAC_1132	IAC1132	Brazil	Am	GJ-trp	trop
IRIS_313-11239	B_737_G-KN-23-1	B_737G-KN-23-1	Indonesia	As5	XI-adm	indx
IRIS_313-11240	CR_157-392-4	CR157-392-4	India	As2a	XI-adm	indx
IRIS_313-11241	BR_116-3B-53	BR116-3B-53	Bangladesh	As2c	XI-2	ind2
IRIS_313-11242	OR_117-8	OR117-8	India	As2a	XI-2	ind2
IRIS_313-11243	RATNAGIRI_45-2	RATNAGIRI_45-2	India	As2a	admix	admix
IRIS_313-11244	W_1014-162	W_1014-162	India	As2a	XI-adm	indx
IRIS_313-11245	RP_20-12	RP20-12	India	As2a	XI-adm	indx
IRIS_313-11246	7516-14	7516-14	Japan	As7	GJ-tmp	temp
IRIS_313-11247	RP_1153-20-14	RP1153-20-14	India	As2a	XI-adm	indx
IRIS_313-11248	NIAW_KHAMIN	NIAW_KHAMIN	Thailand	As4	GJ-trp	trop
IRIS_313-11249	IR_4535-PP_23-6-8-1	IR_4535-PP_23-6-8-1	Philippines	As5	XI-adm	indx
IRIS_313-11250	IR_9560-2-6-3	IR_9560-2-6-3	Philippines	As5	XI-1B	ind1B
IRIS_313-11251	IR_4500-5-1-1	IR_4500-5-1-1	Philippines	As5	XI-1B	ind1B
IRIS_313-11252	ADR_52	ADR52	India	As2a	XI-adm	indx
IRIS_313-11253	SML_CAMPONI	SML-CAMPONI	Suriname	Am	XI-adm	indx
IRIS_313-11254	TIEN_SOM	TIEN_SOM	Vietnam	As4	XI-3	ind3
IRIS_313-11255	ARC_7056	ARC_7056	India	As2e	XI-adm	indx
IRIS_313-11256	ARC_12411	ARC_12411	India	As2e	XI-adm	indx
IRIS_313-11257	ARC_12757	ARC_12757	India	As2e	XI-adm	indx
IRIS_313-11258	ARC_13502	ARC_13502	India	As2e	cB_(Bas)	aro
IRIS_313-11259	ARC_13515	ARC_13515	India	As2e	cB_(Bas)	aro
IRIS_313-11260	ARC_13591	ARC_13591	India	As2e	XI-adm	indx
IRIS_313-11261	ARC_13785	ARC_13785	India	As2e	XI-adm	indx
IRIS_313-11262	ARC_13888	ARC_13888_BROWN_SPOTS_ON_STRAW	India	As2e	XI-adm	indx
IRIS_313-11263	ARC_13919	ARC_13919	India	As2e	XI-adm	indx
IRIS_313-11264	ARC_13934	ARC_13934	India	As2e	XI-adm	indx
IRIS_313-11265	ARC_14150	ARC_14150	India	As2e	cA_(Aus)	aus
IRIS_313-11266	ARC_14347	ARC_14347	India	As2e	XI-adm	indx
IRIS_313-11267	ARC_14358	ARC_14358(GOLD_HULL)	India	As2e	XI-2	ind2
IRIS_313-11268	ARC_14398	ARC_14398	India	As2e	cB_(Bas)	aro
IRIS_313-11269	ARC_14632	ARC_14632	India	As2e	XI-adm	indx
IRIS_313-11270	ARC_14663	ARC_14663	India	As2e	cB_(Bas)	aro
IRIS_313-11271	ARC_14737	ARC_14737	India	As2e	XI-2	ind2
IRIS_313-11272	ARC_14756	ARC_14756	India	As2e	cA_(Aus)	aus
IRIS_313-11273	ARC_14860	ARC_14860	India	As2e	XI-adm	indx
IRIS_313-11274	ARC_14901	ARC_14901	India	As2e	cA_(Aus)	aus
IRIS_313-11275	ARC_14975	ARC_14975	India	As2e	XI-adm	indx
IRIS_313-11276	ARC_15063	ARC_15063	India	As2e	XI-adm	indx
IRIS_313-11277	ARC_15129	ARC_15129	India	As2e	cA_(Aus)	aus
IRIS_313-11278	ARC_15319	ARC_15319	India	As2e	XI-adm	indx
IRIS_313-11279	ARC_15455	ARC_15455	India	As2e	XI-adm	indx
IRIS_313-11280	ARC_15486	ARC_15486	India	As2e	XI-adm	indx
IRIS_313-11281	ARC_15505	ARC_15505	India	As2e	XI-1A	ind1A
IRIS_313-11282	ARC_15589	ARC_15589	India	As2e	XI-2	ind2
IRIS_313-11283	ARC_15743	ARC_15743	India	As2e	XI-adm	indx
IRIS_313-11284	ARC_18001	ARC_18001	India	As2e	XI-adm	indx
IRIS_313-11285	ARC_18064	ARC_18064	India	As2e	XI-2	ind2
IRIS_313-11286	ARC_18325	ARC_18325	India	As2e	XI-adm	indx
IRIS_313-11287	ARC_18371	ARC_18371	India	As2e	XI-adm	indx
IRIS_313-11288	ARC_18434	ARC_18434	India	As2e	XI-adm	indx
IRIS_313-11289	ARC_18578	ARC_18578	India	As2e	cB_(Bas)	aro
IRIS_313-11290	ARC_6579	ARC_6579	India	As2e	admix	admix
IRIS_313-11291	ARC_7425	ARC_7425	India	As2e	cA_(Aus)	aus
IRIS_313-11292	ARC_10120	ARC_10120	India	As2e	XI-adm	indx
IRIS_313-11293	ARC_10975	ARC_10975	India	As2e	cB_(Bas)	aro
IRIS_313-11294	ARC_11245	ARC_11245	India	As2e	XI-2	ind2
IRIS_313-11295	ARC_11397	ARC_11397	India	As2e	admix	admix
IRIS_313-11296	ARC_12800	ARC_12800	India	As2e	XI-adm	indx
IRIS_313-11297	ARC_13460	ARC_13460	India	As2e	admix	admix
IRIS_313-11298	ARC_13544	ARC_13544	India	As2e	cA_(Aus)	aus
IRIS_313-11299	ARC_14299	ARC_14299	India	As2e	XI-adm	indx
IRIS_313-11300	ARC_14709	ARC_14709	India	As2e	XI-2	ind2
IRIS_313-11301	ARC_14868	ARC_14868	India	As2e	XI-2	ind2
IRIS_313-11302	ARC_14899	ARC_14899	India	As2e	XI-adm	indx
IRIS_313-11303	ARC_15097	ARC_15097	India	As2e	XI-adm	indx
IRIS_313-11304	ARC_15163	ARC_15163	India	As2e	XI-adm	indx
IRIS_313-11305	ARC_15373	ARC_15373	India	As2e	XI-adm	indx
IRIS_313-11306	ARC_15385	ARC_15385	India	As2e	XI-adm	indx
IRIS_313-11307	ARC_15387	ARC_15387	India	As2e	XI-adm	indx
IRIS_313-11308	ARC_15403	ARC_15403	India	As2e	XI-2	ind2
IRIS_313-11309	ARC_15862	ARC_15862	India	As2e	XI-adm	indx
IRIS_313-11310	ARC_15929	ARC_15929	India	As2e	XI-2	ind2
IRIS_313-11311	CICIH_KAPUK	CICIH_KAPUK	Indonesia	As5	GJ-trp	trop
IRIS_313-11312	PADI_HITAM	PADI_HITAM	Indonesia	As5	XI-3	ind3
IRIS_313-11313	PADI_RENDAH	PADI_RENDAH	Indonesia	As5	GJ-trp	trop
IRIS_313-11314	PELAU	PELAU	Indonesia	As5	GJ-trp	trop
IRIS_313-11315	PENDEK_LAYUNG	PENDEK_LAYUNG	Indonesia	As5	XI-3	ind3
IRIS_313-11316	RANTAT	RANTAT	Indonesia	As5	XI-3	ind3
IRIS_313-11317	SI_RANTING	SI_RANTING	Indonesia	As5	XI-3	ind3
IRIS_313-11318	TUBU	TUBU	Indonesia	As5	XI-3	ind3
IRIS_313-11319	KENCANA_RANDAH	KENCANA_RANDAH	Indonesia	As5	XI-3	ind3
IRIS_313-11320	MAYAS_PUTIH	MAYAS_PUTIH	Indonesia	As5	XI-3	ind3
IRIS_313-11321	GANDHISAIL	GANDHISAIL	Bangladesh	As2c	XI-2	ind2
IRIS_313-11322	JASURE_AUS	JASURE_AUS	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11323	JHORA	JHORA	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11324	KALABOKRI	KALABOKRI	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-11325	BLM_70	BLM70	Philippines	As5	XI-adm	indx
IRIS_313-11326	BR_51-115-4	BR51-115-4	Bangladesh	As2c	XI-adm	indx
IRIS_313-11327	JAO'_HAWN_MAE_JAN	JAO'_HAWN_MAE_JAN	Thailand	As4	XI-3	ind3
IRIS_313-11328	PADI_BURIH	PADI_BURIH	Malaysia	As4	GJ-trp	trop
IRIS_313-11329	PADI_JALAI_BELA	PADI_JALAI_BELA	Malaysia	As4	GJ-trp	trop
IRIS_313-11330	ALAMINOS	ALAMINOS	Philippines	As5	XI-3	ind3
IRIS_313-11331	AMPIPIT	AMPIPIT	Philippines	As5	XI-3	ind3
IRIS_313-11334	DINGRAS	DINGRAS	Philippines	As5	XI-3	ind3
IRIS_313-11335	INANUPAN	INANUPAN	Philippines	As5	XI-2	ind2
IRIS_313-11336	IREQUIN	IREQUIN	Philippines	As5	GJ-tmp	temp
IRIS_313-11337	LAWA_AN	LAWA-AN	Philippines	As5	GJ-trp	trop
IRIS_313-11338	LOBANG_(WHITE)	LOBANG(WHITE)	Philippines	As5	XI-adm	indx
IRIS_313-11339	MILAGROSA	MILAGROSA	Philippines	As5	XI-2	ind2
IRIS_313-11340	MINANOK	MINANOK	Philippines	As5	GJ-trp	trop
IRIS_313-11341	MINDANAO	MINDANAO	Philippines	As5	XI-3	ind3
IRIS_313-11342	PODAO	PODAO	Philippines	As5	XI-adm	indx
IRIS_313-11343	PURTOK_(MALAGKIT)	PURTOK(MALAGKIT)	Philippines	As5	XI-3	ind3
IRIS_313-11344	SAMON	SAMON	Philippines	As5	XI-3	ind3
IRIS_313-11345	WAGWAG	WAGWAG	Philippines	As5	XI-adm	indx
IRIS_313-11346	WAGWAG_PUTI	WAGWAG_PUTI	Philippines	As5	XI-1B	ind1B
IRIS_313-11347	WAGWAG_RAOIS	WAGWAG_RAOIS	Philippines	As5	XI-adm	indx
IRIS_313-11348	AUS_PADDY_(RED)	AUS_PADDY(RED)	India	As2a	cA_(Aus)	aus
IRIS_313-11349	BACHHAIKALMA	BACHHAIKALMA	India	As2a	XI-2	ind2
IRIS_313-11350	BAJAL	BAJAL	India	As2a	cB_(Bas)	aro
IRIS_313-11351	BANCHI	BANCHI	India	As2a	XI-2	ind2
IRIS_313-11352	BUCHI	BUCHI	India	As2a	cB_(Bas)	aro
IRIS_313-11353	CHILE_BORO	CHILE_BORO	India	As2a	cA_(Aus)	aus
IRIS_313-11354	CAC_75	CAC75	India	As2a	XI-2	ind2
IRIS_313-11355	CN_44-40-7	CN44-40-7	India	As2a	XI-adm	indx
IRIS_313-11356	CR_44-1	CR44-1	India	As2a	cB_(Bas)	aro
IRIS_313-11357	CR_579-1-3	CR579-1-3	India	As2a	XI-1B	ind1B
IRIS_313-11358	DADKHANI	DADKHANI	India	As2a	XI-2	ind2
IRIS_313-11359	DAHARNAGRA	DAHARNAGRA	India	As2a	XI-2	ind2
IRIS_313-11360	JALADHI_1	JALADHI_1	India	As2a	cB_(Bas)	aro
IRIS_313-11361	KALIKALMA	KALIKALMA	India	As2a	XI-2	ind2
IRIS_313-11362	KEYA_NUNIA	KEYA_NUNIA	India	As2a	cB_(Bas)	aro
IRIS_313-11363	KHEJURTHUPI	KHEJURTHUPI	India	As2a	XI-2	ind2
IRIS_313-11364	KHIRPULI	KHIRPULI	India	As2a	XI-adm	indx
IRIS_313-11365	LANJALI	LANJALI	India	As2a	XI-adm	indx
IRIS_313-11367	MAKARANDASAIL	MAKARANDASAIL	India	As2a	XI-2	ind2
IRIS_313-11368	PANIKELASH	PANIKELASH	India	As2a	XI-2	ind2
IRIS_313-11369	RANACHANDRABHOG	RANACHANDRABHOG	India	As2a	XI-2	ind2
IRIS_313-11370	SACHI	SACHI	India	As2a	XI-2	ind2
IRIS_313-11371	SATHI	SATHI	India	As2a	cA_(Aus)	aus
IRIS_313-11372	SUFALDHULA	SUFALDHULA	India	As2a	XI-2	ind2
IRIS_313-11373	T_3	T_3	India	As2a	cB_(Bas)	aro
IRIS_313-11374	W_398	W_398	India	As2a	cA_(Aus)	aus
IRIS_313-11375	CODE_NO_31225	CODE_NO_31225	India	As2a	cB_(Bas)	aro
IRIS_313-11376	TOS_7536	TOS_7536	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-11377	AMARILLO	AMARILLO	Philippines	As5	XI-adm	indx
IRIS_313-11379	CADIDIT_(GLUT)	CADIDIT(GLUT.)	Philippines	As5	GJ-trp	trop
IRIS_313-11380	CA_ONG_(WHITE)	CA-ONG(WHITE)	Philippines	As5	GJ-trp	trop
IRIS_313-11381	LINANGAN	LINANGAN	Philippines	As5	XI-3	ind3
IRIS_313-11382	HONDERAWALA	HONDERAWALA	SriLanka	As2	XI-adm	indx
IRIS_313-11383	CHIEM_NGAN	CHIEM_NGAN	Vietnam	As4	XI-adm	indx
IRIS_313-11384	CHIEM_TONG_NHAT_1	CHIEM_TONG_NHAT_1	Vietnam	As4	XI-adm	indx
IRIS_313-11385	IR_9747_SEL	IR_9747_SEL	Philippines	As5	XI-adm	indx
IRIS_313-11386	KHAO_DAWK_MALI_TIA	KHAO_DAWK_MALI_TIA	Thailand	As4	XI-3	ind3
IRIS_313-11387	SAHM_RUANG_NAK	SAHM_RUANG_NAK	Thailand	As4	XI-3	ind3
IRIS_313-11388	GLAM	GLAM	Thailand	As4	XI-3	ind3
IRIS_313-11389	LEUANG_PRA_TAHN	LEUANG_PRA_TAHN	Thailand	As4	XI-3	ind3
IRIS_313-11390	NAH_MOI	NAH_MOI	Thailand	As4	XI-3	ind3
IRIS_313-11391	NIAW_DAM	NIAW_DAM	Thailand	As4	XI-3	ind3
IRIS_313-11392	SA_MER	SA_MER	Thailand	As4	XI-3	ind3
IRIS_313-11393	SAWNG_RUANG	SAWNG_RUANG	Thailand	As4	XI-3	ind3
IRIS_313-11394	INDO_NO_13030	INDO_NO_13030	Indonesia	As5	XI-adm	indx
IRIS_313-11395	INDO_NO_13075	INDO_NO_13075	Indonesia	As5	XI-3	ind3
IRIS_313-11396	MAS	MAS	Indonesia	As5	GJ-trp	trop
IRIS_313-11397	TAMBU	TAMBU	Indonesia	As5	GJ-trp	trop
IRIS_313-11398	TODULI	TODULI	Indonesia	As5	XI-3	ind3
IRIS_313-11399	RAYDHAN_1	RAYDHAN_1	Bangladesh	As2c	XI-adm	indx
IRIS_313-11400	ECHORSAIL	ECHORSAIL	Bangladesh	As2c	XI-adm	indx
IRIS_313-11401	MOTANGA	MOTANGA	Bangladesh	As2c	cB_(Bas)	aro
IRIS_313-11402	SUITE_JORA	SUITE_JORA	Bangladesh	As2c	XI-adm	indx
IRIS_313-11403	AEB_368_RIP_P_TYPE_ADT	AEB368_RIP_P_TYPE_ADT	India	As2a	XI-adm	indx
IRIS_313-11404	AMON_4	AMON_4	Bangladesh	As2c	XI-2	ind2
IRIS_313-11405	APYO_DAW_GYI	APYO-DAW-GYI	Myanmar	As3	XI-3	ind3
IRIS_313-11406	A_28-6	A_28-6	Myanmar	As3	XI-3	ind3
IRIS_313-11407	BATCHA_BHOG_(SCENTED)	BATCHA_BHOG(SCENTED)	India	As2a	XI-2	ind2
IRIS_313-11408	CHITRAKALI	CHITRAKALI	India	As2a	XI-2	ind2
IRIS_313-11409	CUTTACK_29	CUTTACK_29	India	As2a	XI-2	ind2
IRIS_313-11410	C_28-16	C_28-16	Myanmar	As3	XI-adm	indx
IRIS_313-11411	DONRADAO	DONRADAO	Brazil	Am	XI-2	ind2
IRIS_313-11413	KALAR_KAR	KALAR_KAR	0	0	cA_(Aus)	aus
IRIS_313-11414	KARUNJEERAGA_SAMBA	KARUNJEERAGA_SAMBA	India	As2a	XI-adm	indx
IRIS_313-11415	KAUSHI	KAUSHI	Nigeria	Af1	admix	admix
IRIS_313-11416	KONAMANI	KONAMANI	India	As2a	XI-2	ind2
IRIS_313-11417	LAWANGAI	LAWANGAI	India	As2a	admix	admix
IRIS_313-11418	MATALI	MATALI	India	As2a	XI-2	ind2
IRIS_313-11419	MUTHA_SAMBA	MUTHA_SAMBA	India	As2a	XI-adm	indx
IRIS_313-11420	PISINI	PISINI	India	As2a	XI-2	ind2
IRIS_313-11421	TULASIBAS	TULASIBAS	India	As2a	XI-2	ind2
IRIS_313-11422	13946_(GUANG_QIU_15)	13946(GUANG-QIU_15)	China	As6	XI-1A	ind1A
IRIS_313-11423	C_1016-1	C_1016-1	Philippines	As5	XI-adm	indx
IRIS_313-11424	SINAPLED	SINAPLED	Philippines	As5	GJ-trp	trop
IRIS_313-11425	BRANCO_PRECOCE	BRANCO_PRECOCE	Brazil	Am	admix	admix
IRIS_313-11426	CHATAO	CHATAO	Brazil	Am	GJ-trp	trop
IRIS_313-11427	GEM_OU_BRAZIL	GEM_OU_BRAZIL	Brazil	Am	GJ-trp	trop
IRIS_313-11428	MARANHAO_BRANCO	MARANHAO_BRANCO	Brazil	Am	GJ-trp	trop
IRIS_313-11429	MIUDO_ROXO	MIUDO_ROXO	Brazil	Am	GJ-trp	trop
IRIS_313-11431	C_166-135	C_166-135	Philippines	As5	XI-3	ind3
IRIS_313-11432	ISWAR_KORA	ISWAR_KORA	India	As2a	admix	admix
IRIS_313-11433	MR_136-1	MR136-1	India	As2a	XI-1A	ind1A
IRIS_313-11434	FORTUNA_BLANCO_(SAN_MARCOS)	FORTUNA_BLANCO(SAN_MARCOS)	Colombia	Am	GJ-trp	trop
IRIS_313-11435	MONMINEUPLEU	MONMINEUPLEU	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-11436	SAKAZELE_(538)	SAKAZELE(538)	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-11437	CAMPECHE_A_79	CAMPECHE_A79	Mexico	Am	XI-1B	ind1B
IRIS_313-11438	ZACATEPEC_A_79	ZACATEPEC_A79	Mexico	Am	XI-adm	indx
IRIS_313-11439	NIRA_PRIETO	NIRA_PRIETO	Cuba	Am	GJ-trp	trop
IRIS_313-11441	NALA	NALA	Philippines	As5	GJ-trp	trop
IRIS_313-11442	ARC_18502	ARC_18502	India	As2e	XI-adm	indx
IRIS_313-11443	ARC_18533	ARC_18533	India	As2e	XI-adm	indx
IRIS_313-11445	NCS_102	NCS102	India	As2a	XI-2	ind2
IRIS_313-11446	NAPDAI	NAPDAI	India	As2a	XI-2	ind2
IRIS_313-11447	TUNAGANNAPNANG	TUNAGANNAPNANG	India	As2a	XI-adm	indx
IRIS_313-11448	BARAMANJ	BARAMANJ	India	As2a	XI-2	ind2
IRIS_313-11449	KODIA_PHUL	KODIA_PHUL	India	As2a	XI-adm	indx
IRIS_313-11451	KALISAL	KALISAL	India	As2a	cB_(Bas)	aro
IRIS_313-11452	LOCAL_BHAT	LOCAL_BHAT	India	As2a	cA_(Aus)	aus
IRIS_313-11453	ZINYA_KOLAMBA	ZINYA_KOLAMBA	India	As2a	XI-2	ind2
IRIS_313-11454	BARI_SUTAR	BARI_SUTAR	India	As2a	cA_(Aus)	aus
IRIS_313-11455	CIPPI	CIPPI	India	As2a	cA_(Aus)	aus
IRIS_313-11456	KOLAMBA	KOLAMBA	India	As2a	cA_(Aus)	aus
IRIS_313-11458	KARAHANI	KARAHANI	India	As2a	cA_(Aus)	aus
IRIS_313-11460	SELHI	SELHI	India	As2a	XI-2	ind2
IRIS_313-11461	VAIKATHARYAN	VAIKATHARYAN	India	As2a	XI-2	ind2
IRIS_313-11462	SALSI	SALSI	India	As2a	cA_(Aus)	aus
IRIS_313-11463	KATSIYAM_TABAO	KATSIYAM_TABAO	Philippines	As5	XI-adm	indx
